2025-06-25 10:25:39 | INFO     | Backend | info:76 | Starting QA-Suite Backend with Dynamic Self-Healing Engine | Context: {"python_version": "3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]", "flask_version": "2.3.3", "langchain_version": "0.1.53"}
2025-06-25 10:25:39 | INFO     | Backend | info:76 | LLM initialized | Context: {"model": "gemini-2.5-flash-preview-05-20", "temperature": 0.1, "api_key_configured": true}
2025-06-25 10:25:39 | INFO     | Backend | info:76 | Starting Flask development server with Dynamic Self-Healing Engine | Context: {"host": "localhost", "port": 5000, "debug": true}
2025-06-25 10:25:39 | INFO     | Backend | info:76 | Starting QA-Suite Backend with Dynamic Self-Healing Engine | Context: {"python_version": "3.12.3 (main, Jun 18 2025, 17:59:45) [GCC 13.3.0]", "flask_version": "2.3.3", "langchain_version": "0.1.53"}
2025-06-25 10:25:39 | INFO     | Backend | info:76 | LLM initialized | Context: {"model": "gemini-2.5-flash-preview-05-20", "temperature": 0.1, "api_key_configured": true}
2025-06-25 10:25:39 | INFO     | Backend | info:76 | Starting Flask development server with Dynamic Self-Healing Engine | Context: {"host": "localhost", "port": 5000, "debug": true}
2025-06-25 10:26:17 | INFO     | Backend | info:76 | Received test ideas generation request
2025-06-25 10:26:35 | INFO     | Backend | info:76 | Received full flow script generation request
2025-06-25 10:27:10 | INFO     | Backend | info:76 | Received script execution request
2025-06-25 10:27:10 | INFO     | Backend | info:76 | Starting execution attempt 1/7
2025-06-25 10:27:10 | INFO     | Backend | info:76 | Enhancing test script with automatic DOM dumping on failure.
2025-06-25 10:29:52 | INFO     | Backend | info:76 | Script executed successfully on attempt 1.
2025-06-25 10:30:02 | INFO     | Backend | info:76 | Received script generation request
2025-06-25 10:30:51 | INFO     | Backend | info:76 | Received script execution request
2025-06-25 10:30:51 | INFO     | Backend | info:76 | Starting execution attempt 1/7
2025-06-25 10:30:51 | INFO     | Backend | info:76 | Enhancing test script with automatic DOM dumping on failure.
2025-06-25 10:30:52 | WARNING  | Backend | warning:88 | Script failed on attempt 1. Analyzing for self-healing.
2025-06-25 10:30:52 | INFO     | Backend | info:76 | Manual retry 1/3 failed. Waiting 10.0s before next attempt.
2025-06-25 10:31:02 | INFO     | Backend | info:76 | Starting execution attempt 2/7
2025-06-25 10:31:02 | INFO     | Backend | info:76 | Enhancing test script with automatic DOM dumping on failure.
2025-06-25 10:31:02 | WARNING  | Backend | warning:88 | Script failed on attempt 2. Analyzing for self-healing.
2025-06-25 10:31:02 | INFO     | Backend | info:76 | Manual retry 2/3 failed. Waiting 10.0s before next attempt.
2025-06-25 10:31:12 | INFO     | Backend | info:76 | Starting execution attempt 3/7
2025-06-25 10:31:12 | INFO     | Backend | info:76 | Enhancing test script with automatic DOM dumping on failure.
2025-06-25 10:31:13 | WARNING  | Backend | warning:88 | Script failed on attempt 3. Analyzing for self-healing.
2025-06-25 10:31:13 | INFO     | Backend | info:76 | Manual retry 3/3 failed. Waiting 10.0s before next attempt.
2025-06-25 10:31:23 | INFO     | Backend | info:76 | Starting execution attempt 4/7
2025-06-25 10:31:23 | INFO     | Backend | info:76 | Enhancing test script with automatic DOM dumping on failure.
2025-06-25 10:31:23 | ERROR    | Backend | error:94 | Max healing retries reached. Aborting.
